Index,FAC_NAME,FAC_LAT,FAC_LONG,ANNUAL_EMISSION
1.10017E+11,ANP BLACKSTONE ENERGY GENERATING PLANT,42.059776,-71.515203,16590356132
1.10018E+11,TEKNOR APEX THERMOPLASTIC,42.51536,-71.75069,1261.67
1.10018E+11,L3 COMMUNICATIONS SECURITY & DETECTION SYSTEMS,42.5066,-71.13129,0
1.10019E+11,LUBRIZOL ADVANCED MATERIALS INC,42.537308,-71.153429,708.9
1.1002E+11,SHIELD PACKAGING,42.05404,-71.881367,22125.11836
1.10021E+11,SOUTHWIN LTD,42.53146,-71.73497,93573
1.10021E+11,GE HEALTHCARE BIO-SCIENCES CORP,42.273442,-71.567257,17189.08
1.10021E+11,CAPE COD READY MIX,41.82575,-70.75495,0.589
1.10021E+11,PEXCO LLC,42.584,-72.24406,84226.14374
1.10021E+11,MA ARMY NATL GUARD CAMP EDWARDS,41.66708,-70.55534,49845.88478
1.10021E+11,GARDNER STREET LANDFILL,42.277914,-71.173505,53486.25
1.10021E+11,PRUDENTIAL CENTER,42.34863,-71.08273,62757
1.10022E+11,CERTAINTEED ROOFING BUILDING PRODUCTS,42.167851,-71.207564,1884139.822
1.10022E+11,NEW BALANCE ATHLETIC SHOE INC,42.35676,-71.16699,2523.661493
1.10023E+11,MUSTANG MOTORCYCLE PRODUCTS,42.17959,-72.366746,93503.442
1.10023E+11,CHECON CORP,41.98286,-71.29731,15587.01752
1.10023E+11,TEI BIOSCIENCES,42.339218,-71.035611,69
1.10023E+11,STRAUMANN USA LLC,42.691133,-71.214349,22336
1.10023E+11,V&S TAUNTON GALVANIZING LLC,41.93571,-71.12869,3739.8
1.10023E+11,ARCLIN SURFACES LLC,42.036831,-72.521964,255188.3196
1.10023E+11,PEABODY MUNICIPAL LIGHT PLANT,42.543216,-70.928979,516640.2373
1.10024E+11,NEW ENGLAND GAS,41.70285,-71.16312,254256.21
1.10024E+11,TORROMEO INDUSTRIES INC,42.75032,-71.138394,10778.2079
1.10024E+11,PCI SYNTHESIS INC,42.803412,-70.889559,140681.8565
1.10024E+11,BORDEN & REMINGTON FALL RIVER LLC,41.70382,-71.16343,42335.89339
1.10024E+11,OCEAN SPRAY CRANBERRIES,41.87113,-70.91206,819849.3517
1.10024E+11,KARL STORZ ENDOVISION INC,42.13323,-71.99338,12874.68446
1.10024E+11,CPS TECHNOLOGIES,41.947205,-71.214348,54068.34575
1.10024E+11,INEOS MELAMINES,42.159065,-72.517605,214832.2681
1.10024E+11,STONY BROOK WHOLESALE ENERGY CENTER,42.197241,-72.509508,7475655.873
1.10024E+11,TAUNTON LANDFILL & GAS ENERGY RECOVERY,41.92299,-71.086477,2819595.283
1.10024E+11,TENNESSEE GAS PIPELINE,42.07804,-71.50657,266917.6413
1.10024E+11,WALBAR INC,42.5201,-70.97537,17307.47586
1.10024E+11,ROTONDO PRECAST,41.78784,-71.29144,46997.65678
1.10024E+11,UNISTRESS,42.48682,-73.20194,158.6653776
1.10024E+11,V-TRON ELECTRONICS,41.90328,-71.33819,0
1.10024E+11,OLDCASTLE STONE PRODUCTS,42.30079,-73.25084,1458068.2
1.10024E+11,TL EDWARDS INC,42.14655,-71.0558,449247.336
1.10024E+11,FORE RIVER GENERATING STATION,42.241669,-70.965851,33570755926
1.10024E+11,RAYTHEON INTEGRATED DEFENSE SYSTEMS,42.64385,-71.19017,411788.1208
1.10024E+11,CABOT INKJET COLORANTS,42.7606,-71.11322,109
1.10024E+11,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,42.10516,-72.03195,1743149.653
1.10024E+11,TRADEBE TREATMENT AND RECYCLING,42.130035,-71.118751,5
1.10024E+11,ANP BELLINGHAM POWER PLANT,42.109971,-71.452954,17185852871
1.10024E+11,FITCHBURG WESTMINSTER LANDFILL RECYCLING,42.533852,-71.845589,3085827.519
1.10024E+11,BOURNE LANDFILL & TRANSFER STATION,41.731171,-70.583757,700667.7783
1.10024E+11,CRAPO HILL LANDFILL,41.724511,-70.98475,991009.8362
1.10024E+11,GARDNER LANDFILL,42.5872,-72.0247,8840.154405
1.10024E+11,WESTOVER AIR RESERVE BASE,42.18846,-72.54072,50770.24667
1.10025E+11,EPCO (E PARRELLA CO),42.13872,-71.47634,3279.44
1.10025E+11,PARKER HANNIFIN CORP CHOMERICS DIV,42.51322,-71.13204,15594.74345
1.10025E+11,HARDIGG INDUSTRIES,42.48712,-72.60511,2
1.10025E+11,HANSCOM AIR FORCE BASE,42.470666,-71.289444,2681219.936
1.10025E+11,ASTRO CHEMICALS,42.13875,-72.5425,8520.2
1.10025E+11,ECHO INDUSTRIES INC,42.567131,-72.297978,0
1.10025E+11,DEER ISLAND WASTEWATER TREATMENT FACILITY,42.3505,-70.9569,960806.4352
1.10027E+11,DAMPNEY COMPANY INC,42.401667,-71.055578,105275.53
1.10028E+11,DOMINION ENERGY BRAYTON POINT POWER PLANT,41.709989,-71.192441,62321936814
1.1003E+11,SELKIRK CORP HEAT-FAB,42.598244,-72.517952,17994.44439
1.10031E+11,CAMCO MANUFACTURING INC,42.531387,-71.70778,21558
1.10031E+11,NALCO COMPANY AT AFC CABLE SYSTEMS INC,41.71708,-70.96888,12.723
1.10031E+11,CHICOPEE SANITARY LANDFILL,42.16711,-72.54246,4086133.119
1.10031E+11,HOLYOKE SANITARY LANDFILL,42.227281,-72.547189,205842.4197
1.10033E+11,CLEANPART EAST,42.07341,-72.02096,296
1.10036E+11,USCG BASE CAPE COD,41.649138,-70.520221,301198.8578
1.10037E+11,XL NORTH SPECIALTY CHEMICAL DIV. TEXTILE RUBBER & CHEMICAL,41.70382,-71.16343,225
1.10037E+11,U. S. ARMY GARRISON FORT DEVENS RANGES,42.54587,-71.60765,150.4
1.10038E+11,UMASS HEATING PLANT,42.389978,-72.537008,3679864.803
1.1004E+11,MICROSEMI FREQUENCY AND TIME,42.5725,-70.8766,0
1.1004E+11,AUTOMATIC MACHINE PRODUCTS,41.94482,-71.12963,0
1.1004E+11,MIDDLEBOROUGH LANDFILL & TRAN,41.92843,-70.83454,236389.6634
1.1004E+11,NATIONAL GRID CORPORATE HEADQUARTERS,42.396463,-71.271237,3842143.89
1.10041E+11,PJ KEATING COMPANY,42.540995,-71.687078,424605.4262
1.10041E+11,KIRK EASTERN,42.565978,-72.00658,2.6
1.10041E+11,GENTEX OPTICS,42.039689,-71.910112,39625.33073
1.10041E+11,OCONNELL OIL,42.462752,-73.20685,6752.33444
1.10041E+11,CRANE & CO INC,42.470467,-73.178993,208419.0304
1.10042E+11,SPECIALTY MATERIALS,42.63782,-71.34468,641592.4745
1.10042E+11,BENJAMIN MOORE PAINT,42.14703,-71.51707,3920.868
1.10042E+11,WELLESLEY COLLEGE,42.29593,-71.29893,1059317.941
1.10042E+11,ANCHOR SEAL CONSTRUCTION SITE,42.6264,-70.64463,0
1.10043E+11,GLOBAL PETROLEUM TERMINAL,42.39898,-71.00719,632937.4471
1.10043E+11,UMICORE TECHNICAL MATERIALS NA INC,41.947559,-71.266082,0
1.10043E+11,ROBERTS CHEMICAL CO INC,41.904074,-71.31342,0
1.10044E+11,GARLOCK PRINTING & CONVERTING,42.56167,-72.00665,7081.980904
1.10044E+11,CARVER-MARION-WAREHAM LANDFILL,41.812778,-70.719444,503681.5304
1.10044E+11,UMASS MEDICAL SCHOOL,42.27863,-71.759025,1895576.781
1.10044E+11,AGGREGATE INDUSTRIES ASPHALT & RECYCLING,42.58494,-71.38464,454657.8252
1.10044E+11,NSTAR DBA EVERSOURCE ENERGY,42.20446,-71.15937,979627.64
1.10045E+11,VEOLIA ES TECHNICAL SOLUTIONS LLC,42.0082,-71.04604,3.305208
1.10046E+11,ESSENTIAL POWER MASSACHUSETTS LLC,42.09661,-72.59743,954952707.1
1.10046E+11,TECHNICAL MANUFACTURING CORPO,42.52369,-70.95484,58.272
1.10046E+11,NITTO DENKO AVECIA,42.15988,-71.50185,13826.4
1.10055E+11,DURAFLOW LLC,42.62051,-71.19673,0
1.10055E+11,WHIPPS INCORPORATED,42.58647,-72.23819,0
1.10056E+11,ENTEGRIS INC,42.5058,-71.24243,11498
1.10058E+11,LENZE AMERICAS,42.06232,-71.67044,2.1
1.1006E+11,PARADIGM PRECISION,42.41772,-71.07499,195
1.1006E+11,PARADIGM PRECISION,42.518375,-70.970242,195
1.10063E+11,SWIMEX,41.75147,-71.1182,19898
1.10065E+11,IRWIN INDUSTRIAL TOOL COMPANY,42.0475,-72.52883,0
1.10065E+11,NATIONAL COATING,42.100833,-70.902222,27394
1.10065E+11,MC ASSEMBLY,42.60575,-71.28406,0
1.10065E+11,CAPE COD READY-MIX,41.68949,-70.133139,0.417
1.10067E+11,TPI COMPOSITES,41.70382,-71.16343,34288
1.10067E+11,COLD CHAIN TECHNOLOGIES,42.05554,-71.3966,0
1.10067E+11,CENTURY TY-WOOD MANUFACTURING INC,42.21015,-71.4134,0
1.10069E+11,STERLING CONCRETE CORP,42.428425,-71.767939,0
1.10069E+11,77 LEICESTER STREET LLC,42.167715,-71.899471,0
1.1007E+11,"FUTURE FOAM, INC",42.0428,-71.20805,225
1.1007E+11,CURTIS INDUSTRIES LLC,42.33728,-71.77547,0
1.1007E+11,WINCHESTER INTERCONNECT RF CORPORATION,42.51598,-70.97228,127
1.10071E+11,"ALBANY MOLECULAR RESEARCH, INCH",42.48324,-71.19335,2356
1.10071E+11,NORTHEAST PAVING LENOXDALE FACILITY,42.33256,-73.24387,0
1.10071E+11,MURPHYS WASTE OIL SERVICES INC,42.48972,-71.13146,270
1.10071E+11,CYN OIL,42.09746,-71.09608,1.3473
